iteration,num_leaves,type,count,proportion,observed_proportion
591,1542,-2.4270176906430416,197,0.12775616083009078,0.06971793507184673
591,1542,0.7981793588605735,256,0.16601815823605706,0.25039914848323575
591,1542,-0.13202968692343608,259,0.16796368352788585,0.07743480574773816
591,1542,1.3526378568771724,90,0.058365758754863814,0.27993613624268227
591,1542,0.08165101396850624,606,0.39299610894941633,0.25598722724853645
591,1542,2.1758707012574643,1,0.0006485084306095979,0.012772751463544438
591,1542,-0.6588015552361666,74,0.04798962386511025,0.03113358169238957
591,1542,-1.4399117849363843,59,0.03826199740596628,0.02261841405002661
596,1606,-2.4270176906430416,183,0.11394769613947696,0.06971793507184673
596,1606,-1.4399117849363843,63,0.03922789539227895,0.02261841405002661
596,1606,0.08165101396850624,644,0.40099626400996263,0.25598722724853645
596,1606,-0.13202968692343608,233,0.14508094645080946,0.07743480574773816
596,1606,0.7981793588605735,334,0.20797011207970112,0.25039914848323575
596,1606,-0.6588015552361666,90,0.05603985056039851,0.03113358169238957
596,1606,1.3526378568771724,57,0.03549190535491906,0.27993613624268227
596,1606,2.1758707012574643,2,0.0012453300124533001,0.012772751463544438
601,1138,1.3526378568771724,47,0.04130052724077329,0.27993613624268227
601,1138,-0.13202968692343608,182,0.15992970123022848,0.07743480574773816
601,1138,0.08165101396850624,530,0.46572934973637964,0.25598722724853645
601,1138,0.7981793588605735,128,0.11247803163444639,0.25039914848323575
601,1138,2.1758707012574643,3,0.0026362038664323375,0.012772751463544438
601,1138,-2.4270176906430416,143,0.1256590509666081,0.06971793507184673
601,1138,-0.6588015552361666,59,0.05184534270650264,0.03113358169238957
601,1138,-1.4399117849363843,46,0.040421792618629174,0.02261841405002661
606,1062,-2.4270176906430416,143,0.13465160075329566,0.06971793507184673
606,1062,0.08165101396850624,467,0.4397363465160075,0.25598722724853645
606,1062,-0.13202968692343608,172,0.16195856873822975,0.07743480574773816
606,1062,0.7981793588605735,111,0.10451977401129943,0.25039914848323575
606,1062,-0.6588015552361666,62,0.0583804143126177,0.03113358169238957
606,1062,-1.4399117849363843,29,0.027306967984934087,0.02261841405002661
606,1062,1.3526378568771724,77,0.07250470809792843,0.27993613624268227
606,1062,2.1758707012574643,1,0.0009416195856873823,0.012772751463544438
611,1272,0.7981793588605735,128,0.10062893081761007,0.25039914848323575
611,1272,0.08165101396850624,624,0.49056603773584906,0.25598722724853645
611,1272,-0.6588015552361666,66,0.05188679245283019,0.03113358169238957
611,1272,-1.4399117849363843,48,0.03773584905660377,0.02261841405002661
611,1272,-2.4270176906430416,136,0.1069182389937107,0.06971793507184673
611,1272,-0.13202968692343608,206,0.1619496855345912,0.07743480574773816
611,1272,2.1758707012574643,2,0.0015723270440251573,0.012772751463544438
611,1272,1.3526378568771724,62,0.04874213836477988,0.27993613624268227
616,1052,-0.13202968692343608,151,0.1435361216730038,0.07743480574773816
616,1052,-2.4270176906430416,95,0.0903041825095057,0.06971793507184673
616,1052,0.08165101396850624,467,0.4439163498098859,0.25598722724853645
616,1052,0.7981793588605735,166,0.15779467680608364,0.25039914848323575
616,1052,-0.6588015552361666,63,0.05988593155893536,0.03113358169238957
616,1052,-1.4399117849363843,50,0.04752851711026616,0.02261841405002661
616,1052,1.3526378568771724,59,0.05608365019011407,0.27993613624268227
616,1052,2.1758707012574643,1,0.0009505703422053232,0.012772751463544438
621,1252,-2.4270176906430416,132,0.10543130990415335,0.06971793507184673
621,1252,-0.6588015552361666,56,0.04472843450479233,0.03113358169238957
621,1252,-1.4399117849363843,51,0.04073482428115016,0.02261841405002661
621,1252,0.08165101396850624,571,0.4560702875399361,0.25598722724853645
621,1252,-0.13202968692343608,170,0.13578274760383385,0.07743480574773816
621,1252,0.7981793588605735,219,0.17492012779552715,0.25039914848323575
621,1252,1.3526378568771724,53,0.04233226837060703,0.27993613624268227
626,1067,-2.4270176906430416,114,0.10684161199625117,0.06971793507184673
626,1067,0.08165101396850624,515,0.48266166822867856,0.25598722724853645
626,1067,-0.6588015552361666,52,0.04873477038425492,0.03113358169238957
626,1067,-0.13202968692343608,189,0.17713214620431114,0.07743480574773816
626,1067,-1.4399117849363843,47,0.044048734770384255,0.02261841405002661
626,1067,0.7981793588605735,121,0.1134020618556701,0.25039914848323575
626,1067,1.3526378568771724,28,0.026241799437675725,0.27993613624268227
626,1067,2.1758707012574643,1,0.0009372071227741331,0.012772751463544438
631,957,0.08165101396850624,409,0.42737722048066873,0.25598722724853645
631,957,-2.4270176906430416,120,0.12539184952978055,0.06971793507184673
631,957,-0.13202968692343608,131,0.13688610240334378,0.07743480574773816
631,957,0.7981793588605735,167,0.17450365726227796,0.25039914848323575
631,957,-0.6588015552361666,45,0.047021943573667714,0.03113358169238957
631,957,-1.4399117849363843,45,0.047021943573667714,0.02261841405002661
631,957,1.3526378568771724,38,0.03970741901776385,0.27993613624268227
631,957,2.1758707012574643,2,0.0020898641588296763,0.012772751463544438
636,1076,0.08165101396850624,453,0.42100371747211895,0.25598722724853645
636,1076,0.7981793588605735,145,0.13475836431226765,0.25039914848323575
636,1076,-0.13202968692343608,167,0.15520446096654275,0.07743480574773816
636,1076,-1.4399117849363843,41,0.03810408921933085,0.02261841405002661
636,1076,-0.6588015552361666,68,0.06319702602230483,0.03113358169238957
636,1076,-2.4270176906430416,152,0.1412639405204461,0.06971793507184673
636,1076,1.3526378568771724,50,0.046468401486988845,0.27993613624268227
641,1615,0.7981793588605735,341,0.21114551083591332,0.25039914848323575
641,1615,-2.4270176906430416,208,0.12879256965944272,0.06971793507184673
641,1615,-0.13202968692343608,213,0.13188854489164087,0.07743480574773816
641,1615,-0.6588015552361666,79,0.04891640866873065,0.03113358169238957
641,1615,0.08165101396850624,598,0.3702786377708978,0.25598722724853645
641,1615,-1.4399117849363843,51,0.031578947368421054,0.02261841405002661
641,1615,1.3526378568771724,122,0.07554179566563468,0.27993613624268227
641,1615,2.1758707012574643,3,0.0018575851393188853,0.012772751463544438
646,1120,-1.4399117849363843,45,0.04017857142857143,0.02261841405002661
646,1120,0.08165101396850624,375,0.33482142857142855,0.25598722724853645
646,1120,-0.6588015552361666,55,0.049107142857142856,0.03113358169238957
646,1120,-2.4270176906430416,144,0.12857142857142856,0.06971793507184673
646,1120,-0.13202968692343608,166,0.14821428571428572,0.07743480574773816
646,1120,0.7981793588605735,259,0.23125,0.25039914848323575
646,1120,1.3526378568771724,76,0.06785714285714285,0.27993613624268227
651,995,0.08165101396850624,476,0.47839195979899496,0.25598722724853645
651,995,-0.13202968692343608,162,0.1628140703517588,0.07743480574773816
651,995,1.3526378568771724,54,0.054271356783919596,0.27993613624268227
651,995,0.7981793588605735,79,0.07939698492462312,0.25039914848323575
651,995,-2.4270176906430416,122,0.12261306532663317,0.06971793507184673
651,995,-0.6588015552361666,56,0.05628140703517588,0.03113358169238957
651,995,-1.4399117849363843,45,0.04522613065326633,0.02261841405002661
651,995,2.1758707012574643,1,0.0010050251256281408,0.012772751463544438
656,1354,0.08165101396850624,584,0.43131462333825704,0.25598722724853645
656,1354,0.7981793588605735,254,0.18759231905465287,0.25039914848323575
656,1354,-2.4270176906430416,152,0.11225997045790251,0.06971793507184673
656,1354,1.3526378568771724,47,0.03471196454948301,0.27993613624268227
656,1354,-0.13202968692343608,189,0.1395864106351551,0.07743480574773816
656,1354,-1.4399117849363843,61,0.045051698670605614,0.02261841405002661
656,1354,-0.6588015552361666,66,0.04874446085672083,0.03113358169238957
656,1354,2.1758707012574643,1,0.0007385524372230429,0.012772751463544438
661,1102,-0.13202968692343608,185,0.16787658802177857,0.07743480574773816
661,1102,0.08165101396850624,518,0.47005444646098005,0.25598722724853645
661,1102,-0.6588015552361666,68,0.06170598911070781,0.03113358169238957
661,1102,0.7981793588605735,101,0.09165154264972777,0.25039914848323575
661,1102,-2.4270176906430416,137,0.12431941923774954,0.06971793507184673
661,1102,-1.4399117849363843,45,0.04083484573502722,0.02261841405002661
661,1102,1.3526378568771724,45,0.04083484573502722,0.27993613624268227
661,1102,2.1758707012574643,3,0.0027223230490018148,0.012772751463544438
666,1387,-2.4270176906430416,173,0.1247296322999279,0.06971793507184673
666,1387,-0.13202968692343608,189,0.1362653208363374,0.07743480574773816
666,1387,0.7981793588605735,297,0.21413121845710165,0.25039914848323575
666,1387,0.08165101396850624,550,0.3965392934390771,0.25598722724853645
666,1387,-1.4399117849363843,61,0.04397981254506128,0.02261841405002661
666,1387,-0.6588015552361666,69,0.04974765681326604,0.03113358169238957
666,1387,1.3526378568771724,46,0.03316510454217736,0.27993613624268227
666,1387,2.1758707012574643,2,0.0014419610670511895,0.012772751463544438
671,1158,-2.4270176906430416,140,0.12089810017271158,0.06971793507184673
671,1158,-0.13202968692343608,192,0.16580310880829016,0.07743480574773816
671,1158,0.7981793588605735,190,0.16407599309153714,0.25039914848323575
671,1158,0.08165101396850624,511,0.44127806563039723,0.25598722724853645
671,1158,-0.6588015552361666,60,0.05181347150259067,0.03113358169238957
671,1158,-1.4399117849363843,35,0.030224525043177894,0.02261841405002661
671,1158,1.3526378568771724,30,0.025906735751295335,0.27993613624268227
676,1459,0.08165101396850624,561,0.3845099383139136,0.25598722724853645
676,1459,-0.6588015552361666,75,0.05140507196710076,0.03113358169238957
676,1459,-0.13202968692343608,225,0.15421521590130227,0.07743480574773816
676,1459,-2.4270176906430416,190,0.13022618231665525,0.06971793507184673
676,1459,0.7981793588605735,240,0.1644962302947224,0.25039914848323575
676,1459,-1.4399117849363843,54,0.037011651816312545,0.02261841405002661
676,1459,1.3526378568771724,110,0.07539410555174778,0.27993613624268227
676,1459,2.1758707012574643,4,0.0027416038382453737,0.012772751463544438
681,1531,-0.13202968692343608,203,0.1325930764206401,0.07743480574773816
681,1531,-2.4270176906430416,191,0.1247550620509471,0.06971793507184673
681,1531,0.08165101396850624,616,0.4023514043109079,0.25598722724853645
681,1531,-0.6588015552361666,83,0.05421293272370999,0.03113358169238957
681,1531,-1.4399117849363843,75,0.04898758981058132,0.02261841405002661
681,1531,1.3526378568771724,99,0.06466361854996734,0.27993613624268227
681,1531,0.7981793588605735,262,0.17112998040496408,0.25039914848323575
681,1531,2.1758707012574643,2,0.0013063357282821686,0.012772751463544438
686,1244,-2.4270176906430416,166,0.13344051446945338,0.06971793507184673
686,1244,-0.6588015552361666,70,0.05627009646302251,0.03113358169238957
686,1244,-0.13202968692343608,210,0.16881028938906753,0.07743480574773816
686,1244,1.3526378568771724,41,0.03295819935691318,0.27993613624268227
686,1244,0.7981793588605735,149,0.1197749196141479,0.25039914848323575
686,1244,0.08165101396850624,553,0.4445337620578778,0.25598722724853645
686,1244,-1.4399117849363843,55,0.04421221864951769,0.02261841405002661
691,909,-2.4270176906430416,143,0.1573157315731573,0.06971793507184673
691,909,-1.4399117849363843,40,0.04400440044004401,0.02261841405002661
691,909,0.08165101396850624,380,0.41804180418041803,0.25598722724853645
691,909,-0.13202968692343608,126,0.13861386138613863,0.07743480574773816
691,909,1.3526378568771724,40,0.04400440044004401,0.27993613624268227
691,909,-0.6588015552361666,57,0.0627062706270627,0.03113358169238957
691,909,0.7981793588605735,121,0.1331133113311331,0.25039914848323575
691,909,2.1758707012574643,2,0.0022002200220022,0.012772751463544438
696,1214,-2.4270176906430416,164,0.13509060955518945,0.06971793507184673
696,1214,0.08165101396850624,500,0.41186161449752884,0.25598722724853645
696,1214,-0.13202968692343608,181,0.14909390444810544,0.07743480574773816
696,1214,-1.4399117849363843,42,0.03459637561779242,0.02261841405002661
696,1214,-0.6588015552361666,62,0.051070840197693576,0.03113358169238957
696,1214,0.7981793588605735,150,0.12355848434925865,0.25039914848323575
696,1214,1.3526378568771724,109,0.08978583196046129,0.27993613624268227
696,1214,2.1758707012574643,6,0.004942339373970346,0.012772751463544438
701,1434,0.08165101396850624,677,0.4721059972105997,0.25598722724853645
701,1434,-0.6588015552361666,79,0.05509065550906555,0.03113358169238957
701,1434,-2.4270176906430416,185,0.1290097629009763,0.06971793507184673
701,1434,1.3526378568771724,70,0.04881450488145049,0.27993613624268227
701,1434,0.7981793588605735,166,0.11576011157601115,0.25039914848323575
701,1434,-0.13202968692343608,201,0.1401673640167364,0.07743480574773816
701,1434,-1.4399117849363843,56,0.03905160390516039,0.02261841405002661
706,1373,-2.4270176906430416,169,0.12308812818645302,0.06971793507184673
706,1373,0.08165101396850624,606,0.44136926438455937,0.25598722724853645
706,1373,-0.6588015552361666,82,0.05972323379461034,0.03113358169238957
706,1373,-0.13202968692343608,179,0.1303714493809177,0.07743480574773816
706,1373,0.7981793588605735,203,0.14785142024763293,0.25039914848323575
706,1373,-1.4399117849363843,42,0.03058994901675164,0.02261841405002661
706,1373,1.3526378568771724,88,0.06409322651128915,0.27993613624268227
706,1373,2.1758707012574643,4,0.0029133284777858705,0.012772751463544438
711,1783,0.08165101396850624,593,0.33258553000560853,0.25598722724853645
711,1783,-2.4270176906430416,185,0.10375771172181716,0.06971793507184673
711,1783,-0.13202968692343608,241,0.1351654514862591,0.07743480574773816
711,1783,-0.6588015552361666,96,0.0538418395961862,0.03113358169238957
711,1783,0.7981793588605735,346,0.19405496354458776,0.25039914848323575
711,1783,-1.4399117849363843,58,0.03252944475602917,0.02261841405002661
711,1783,1.3526378568771724,207,0.1160964666292765,0.27993613624268227
711,1783,2.1758707012574643,57,0.03196859226023556,0.012772751463544438
716,1094,-0.13202968692343608,173,0.15813528336380256,0.07743480574773816
716,1094,0.08165101396850624,476,0.4351005484460695,0.25598722724853645
716,1094,-1.4399117849363843,58,0.05301645338208409,0.02261841405002661
716,1094,-2.4270176906430416,135,0.12340036563071298,0.06971793507184673
716,1094,0.7981793588605735,156,0.1425959780621572,0.25039914848323575
716,1094,1.3526378568771724,32,0.029250457038391225,0.27993613624268227
716,1094,-0.6588015552361666,64,0.05850091407678245,0.03113358169238957
721,1310,0.08165101396850624,466,0.35572519083969467,0.25598722724853645
721,1310,-0.6588015552361666,60,0.04580152671755725,0.03113358169238957
721,1310,-0.13202968692343608,168,0.1282442748091603,0.07743480574773816
721,1310,0.7981793588605735,308,0.23511450381679388,0.25039914848323575
721,1310,-2.4270176906430416,150,0.11450381679389313,0.06971793507184673
721,1310,-1.4399117849363843,46,0.035114503816793895,0.02261841405002661
721,1310,1.3526378568771724,109,0.083206106870229,0.27993613624268227
721,1310,2.1758707012574643,3,0.0022900763358778627,0.012772751463544438
726,977,0.08165101396850624,372,0.38075742067553736,0.25598722724853645
726,977,0.7981793588605735,159,0.16274309109518936,0.25039914848323575
726,977,-0.13202968692343608,162,0.16581371545547594,0.07743480574773816
726,977,-1.4399117849363843,40,0.04094165813715456,0.02261841405002661
726,977,-2.4270176906430416,145,0.14841351074718526,0.06971793507184673
726,977,2.1758707012574643,3,0.0030706243602865915,0.012772751463544438
726,977,-0.6588015552361666,69,0.07062436028659161,0.03113358169238957
726,977,1.3526378568771724,27,0.027635619242579325,0.27993613624268227
731,1297,-2.4270176906430416,164,0.1264456437933693,0.06971793507184673
731,1297,-1.4399117849363843,46,0.03546646106399383,0.02261841405002661
731,1297,0.08165101396850624,499,0.38473400154202003,0.25598722724853645
731,1297,1.3526378568771724,88,0.06784888203546646,0.27993613624268227
731,1297,-0.13202968692343608,222,0.17116422513492677,0.07743480574773816
731,1297,0.7981793588605735,210,0.16191210485736315,0.25039914848323575
731,1297,-0.6588015552361666,68,0.052428681572860444,0.03113358169238957
736,1083,-0.13202968692343608,175,0.1615881809787627,0.07743480574773816
736,1083,-1.4399117849363843,33,0.030470914127423823,0.02261841405002661
736,1083,0.08165101396850624,460,0.4247460757156048,0.25598722724853645
736,1083,-2.4270176906430416,148,0.13665743305632502,0.06971793507184673
736,1083,1.3526378568771724,25,0.023084025854108958,0.27993613624268227
736,1083,-0.6588015552361666,68,0.06278855032317636,0.03113358169238957
736,1083,0.7981793588605735,173,0.15974145891043398,0.25039914848323575
736,1083,2.1758707012574643,1,0.0009233610341643582,0.012772751463544438
741,1167,0.08165101396850624,511,0.43787489288774634,0.25598722724853645
741,1167,-2.4270176906430416,152,0.13024850042844902,0.06971793507184673
741,1167,-0.13202968692343608,202,0.17309340188517566,0.07743480574773816
741,1167,-1.4399117849363843,38,0.032562125107112254,0.02261841405002661
741,1167,0.7981793588605735,140,0.11996572407883462,0.25039914848323575
741,1167,-0.6588015552361666,59,0.050556983718937444,0.03113358169238957
741,1167,1.3526378568771724,65,0.055698371893744644,0.27993613624268227
746,1244,0.7981793588605735,284,0.2282958199356913,0.25039914848323575
746,1244,-0.13202968692343608,155,0.12459807073954984,0.07743480574773816
746,1244,-1.4399117849363843,49,0.03938906752411576,0.02261841405002661
746,1244,-2.4270176906430416,153,0.1229903536977492,0.06971793507184673
746,1244,0.08165101396850624,475,0.38183279742765275,0.25598722724853645
746,1244,-0.6588015552361666,63,0.05064308681672026,0.03113358169238957
746,1244,1.3526378568771724,65,0.0522508038585209,0.27993613624268227
751,1330,0.7981793588605735,216,0.162406015037594,0.25039914848323575
751,1330,-0.13202968692343608,206,0.1548872180451128,0.07743480574773816
751,1330,0.08165101396850624,588,0.4421052631578947,0.25598722724853645
751,1330,-2.4270176906430416,174,0.13082706766917293,0.06971793507184673
751,1330,-1.4399117849363843,42,0.031578947368421054,0.02261841405002661
751,1330,1.3526378568771724,49,0.03684210526315789,0.27993613624268227
751,1330,-0.6588015552361666,55,0.041353383458646614,0.03113358169238957
756,1256,-2.4270176906430416,164,0.1305732484076433,0.06971793507184673
756,1256,0.08165101396850624,496,0.39490445859872614,0.25598722724853645
756,1256,-0.13202968692343608,179,0.14251592356687898,0.07743480574773816
756,1256,-1.4399117849363843,47,0.037420382165605094,0.02261841405002661
756,1256,-0.6588015552361666,86,0.06847133757961783,0.03113358169238957
756,1256,0.7981793588605735,163,0.12977707006369427,0.25039914848323575
756,1256,1.3526378568771724,117,0.09315286624203821,0.27993613624268227
756,1256,2.1758707012574643,4,0.0031847133757961785,0.012772751463544438
761,1354,-0.6588015552361666,73,0.05391432791728213,0.03113358169238957
761,1354,0.08165101396850624,555,0.4098966026587888,0.25598722724853645
761,1354,-0.13202968692343608,211,0.15583456425406203,0.07743480574773816
761,1354,-1.4399117849363843,40,0.029542097488921712,0.02261841405002661
