iteration,chain,θ[1],θ[2],θ[3],θ[4],θ[5],θ[6],φ[1],φ[2],φ[3],φ[4],μ,δ,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
501,1,-1.9049820115735485,2.3458995520632966,-0.04975695400066093,-1.6413225059951495,-5.085888484258363,-1.9125474772444069,0.3950525406273534,9.57757725678249,-0.07036695917010892,0.08461979915433296,0.07863453950773218,0.38432230649122395,-10066.249658434255,15.0,1.0,0.6902757867947032,-10066.249658434255,10067.355979689033,0.596128658262387,0.893092828011504,4.0,0.0,0.22159529155306393,0.22159529155306393
502,1,-1.8226730299876768,2.2293457859160113,-0.0471892641538543,-1.608523360800334,-4.986856542258288,-1.7713150283631292,0.4202082856191054,8.775900098657376,-0.0667356973647873,0.08801675957155553,0.08262621539634346,0.41244289705094284,-10064.031710454756,15.0,1.0,0.8038409259263276,-10064.031710454756,10068.179832755643,-0.4410668528307724,-0.7680622685220442,4.0,0.0,0.22159529155306393,0.22159529155306393
503,1,-1.800025511201125,2.2853889240950367,-0.04812307161053597,-1.302537895654809,-3.940289356771375,-1.848209580575121,0.4274067541257421,9.152633875136809,-0.06805630053467164,0.12706640250606938,0.13943668128169426,0.3968865567902849,-10064.72632121397,15.0,1.0,0.7343825999718585,-10064.72632121397,10067.003350740519,-0.34894169288781995,1.1937555097902077,4.0,0.0,0.22159529155306393,0.22159529155306393
504,1,-1.8933833719086743,2.493193018098445,-0.04084261224897969,-1.441214385502591,-4.829642130177618,-1.8278299332465058,0.39850408537135534,10.696266588010932,-0.05776017616525258,0.10758680567592002,0.08938333128936031,0.4009514358469601,-10063.742317349743,15.0,1.0,0.9480417730151048,-10063.742317349743,10066.520734771506,-0.05296162747799826,-0.8236788196973066,4.0,0.0,0.22159529155306393,0.22159529155306393
505,1,-1.887142323429527,2.282962068819314,-0.04621162358319181,-1.4528195799703465,-4.701543232211669,-1.9171850814027904,0.4003737702423367,9.135989938536335,-0.06535310481063022,0.10609891114349211,0.09529560221767348,0.3834321715500714,-10063.034729336849,15.0,1.0,0.9891114177835096,-10063.034729336849,10064.806823698602,-0.4876725143276417,-0.5114842099228554,4.0,0.0,0.22159529155306393,0.22159529155306393
506,1,-1.8947705704435165,2.395109795560024,-0.04920192118666102,-1.5037503806571852,-4.834541047602083,-1.840349141301632,0.3980896977604248,9.93766761414112,-0.06958202423698814,0.09980864693440938,0.08916465843420396,0.3984494774282125,-10062.62844237966,15.0,1.0,0.9333572243395004,-10062.62844237966,10064.149357295664,-0.0009523265362076927,0.14894818106222374,4.0,0.0,0.22159529155306393,0.22159529155306393
507,1,-1.8547988296760949,2.3190538100410705,-0.04700891748885396,-1.522854837081877,-4.7156321664315355,-1.7845176003782057,0.4102046398340402,9.386667745279873,-0.06648064866521505,0.09754652800509929,0.09462665443879165,0.4097292102914639,-10061.967319174242,15.0,1.0,0.982595498964615,-10061.967319174242,10066.20718622765,-0.013591821405498195,0.03626146784881712,4.0,0.0,0.22159529155306393,0.22159529155306393
508,1,-1.877223319867929,2.573101801545468,-0.039440505516491864,-1.358528044030097,-4.4446804069732275,-1.879764236119381,0.4033633582447677,11.356909794541856,-0.05577729780827367,0.11880953042529269,0.1083552385796855,0.3906738860399106,-10065.190431742947,15.0,1.0,0.7182781761233635,-10065.190431742947,10065.972055756509,0.7075635675573722,0.7268724550558545,4.0,0.0,0.22159529155306393,0.22159529155306393
509,1,-1.9486025991942553,2.359966582990988,-0.04275216865631222,-1.3761241572930998,-5.002339204326882,-1.7305099285877847,0.38233734828460963,9.679158224644654,-0.06046069673461869,0.1163271278944904,0.08198904795491539,0.4209442131999554,-10068.229152216943,15.0,1.0,0.9709043135325826,-10068.229152216943,10070.947109946248,-0.28451950352427957,-0.6710838819144556,4.0,0.0,0.22159529155306393,0.22159529155306393
510,1,-1.8595643820440626,2.1365225924835727,-0.04765138159058319,-1.6214056380881847,-5.181597299977082,-1.8313826162111444,0.40874111805613167,8.185726316245303,-0.06738923011121838,0.08666659481386756,0.07496014925026323,0.4002398413835647,-10064.454739271147,31.0,1.0,0.6683621125347371,-10064.454739271147,10072.935224543982,-0.1060183309000422,1.5884082284374017,4.0,0.0,0.22159529155306393,0.22159529155306393
