iteration,chain,θ[1],θ[2],θ[3],θ[4],θ[5],θ[6],φ[1],φ[2],φ[3],φ[4],μ,δ,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size,treeset
501,1,0.20383149367803036,-0.46626604599964455,0.007126773320397441,-2.8889713108994344,0.1175350711285017,-1.2126434998813589,1.657557411676608,1.9210532825018412,-0.6593997659267747,0.018934576704267913,1.060528676882138,0.5453531295908678,-20962.648716054817,63.0,1.0,0.9263805748001828,-20962.648716054817,20965.665532267165,0.04858439266536152,-0.8364969104623015,6.0,0.0,0.0846688208963023,0.0846688208963023,1
502,1,0.11636716723579135,-0.5226768016780319,0.07840289440260186,-1.6361153948176645,0.4218612237499413,-1.2547190941477828,1.7485767490856026,1.799079914179646,-0.7391766216708652,0.08515020419779926,1.234826669781306,0.5339999428342622,-20962.030717264675,63.0,1.0,0.8369243435586241,-20962.030717264675,20965.53262440441,0.21201927365837037,0.7773377996199997,6.0,0.0,0.0846688208963023,0.0846688208963023,1
503,1,0.10405817967473295,-0.5568096332259626,0.09698113524796344,-1.7850860204201613,0.44834325767894834,-1.2505689981254566,1.7731113910607363,1.7825477029224508,-0.787447734968145,0.07121133851019884,1.2512857577226415,0.535109168804162,-20960.861519139005,63.0,1.0,0.9979996763134331,-20960.861519139005,20963.206305649204,-0.9207711107956129,-1.247086715135083,5.0,0.0,0.0846688208963023,0.0846688208963023,1
504,1,0.02368432474653535,-0.5673774126959625,0.09399716337149651,-2.6112133716682124,0.33963961693505357,-1.3141856520348076,1.7691476422147017,1.6782695680445017,-0.802392832018787,0.02642470143153042,1.1850912886644271,0.5183560974883085,-20960.97158939793,63.0,1.0,0.9774830893044107,-20960.97158939793,20963.230756707733,-0.029502724122721702,-0.1840488911147986,6.0,0.0,0.0846688208963023,0.0846688208963023,1
505,1,0.23876891073262385,-0.5121804079785313,0.05153604278770885,-2.0207454200124078,0.3145074567742013,-1.2056931062331682,1.7136952983096094,1.9720560585824969,-0.724332479345024,0.05367035362090762,1.1702925126651729,0.5472516359858426,-20960.63529074043,63.0,1.0,0.882114538122314,-20960.63529074043,20962.88287672454,0.30355157269514166,0.555501369497506,6.0,0.0,0.0846688208963023,0.0846688208963023,1
506,1,0.023376629429344216,-0.5516684922735374,0.09595334055247663,-2.477014292381539,0.3438101220036902,-1.2991188377850054,1.7717451218582998,1.677882315964286,-0.7801770637071537,0.03104190693297334,1.187565081622636,0.5222758309425474,-20960.82479853022,63.0,1.0,0.989857969938198,-20960.82479853022,20962.795539097177,-0.0057027127004403155,-0.5210971306369174,6.0,0.0,0.0846688208963023,0.0846688208963023,1
507,1,-0.04734914308930381,-0.5432076132735832,0.13287048641166405,-2.279915794031112,0.37573048017368055,-1.245060263609896,1.8214863886047954,1.5911995132924057,-0.7682115738758207,0.03932483787124236,1.206670893527576,0.536585087656242,-20961.70106326185,31.0,1.0,0.9525276324245951,-20961.70106326185,20963.723088902414,-0.4246258870080055,-0.4432632826428744,5.0,0.0,0.0846688208963023,0.0846688208963023,1
508,1,0.27341612635314105,-0.46401040700722795,0.01334141580379093,-2.1561761809109576,0.21694306716482029,-1.2668244375234923,1.6653012897266477,2.0239723591081664,-0.6562098106718817,0.04561989256652037,1.1145731801811656,0.5307775782938241,-20960.8896666492,63.0,1.0,0.7750368362933034,-20960.8896666492,20965.193869817518,0.3297306789609138,0.5184129752233275,5.0,0.0,0.0846688208963023,0.0846688208963023,1
509,1,0.11821108928213969,-0.4971981978477641,-0.010756029627732783,-1.8607107988434528,0.1719546468850999,-1.2744110060746454,1.635474502398688,1.8015696577053777,-0.7031444345837694,0.06503348690381576,1.0897816155295168,0.5287680019091537,-20960.66178353446,31.0,1.0,0.994748109816834,-20960.66178353446,20962.078771031076,-0.15849665264977375,-0.36249091989157023,5.0,0.0,0.0846688208963023,0.0846688208963023,1
510,1,0.18835571189055703,-0.4601435918627665,-0.001725531935878646,-1.884468166487539,0.15989853088566697,-1.299631871695198,1.6465889598571861,1.8988848331070245,-0.6507413082513945,0.06320563630371195,1.08323210897946,0.5221418755183269,-20960.830832385862,31.0,1.0,0.9897234935343971,-20960.830832385862,20961.636496025716,-0.04041665123440907,-0.18935341628821334,5.0,0.0,0.0846688208963023,0.0846688208963023,1
511,1,0.1885743288561081,-0.4702466845948781,-0.009019285030191065,-1.4966109136970605,0.24052573380739592,-1.2948130605974473,1.637606191551994,1.8991962049631241,-0.6650292390150598,0.10066741702257954,1.1277932721435506,0.5234014438466199,-20959.58205931013,31.0,1.0,0.7700421657258203,-20959.58205931013,20965.527873753577,-0.2694095829356229,32.9488124506388,5.0,0.0,0.0846688208963023,0.0846688208963023,1
512,1,0.21074349784465224,-0.4949493988384975,0.06060180000923214,-1.8891785514447341,0.3317226605730869,-1.2154607928136059,1.7253869600740697,1.9310378864702267,-0.6999641525258135,0.06284937667012777,1.1804094033398118,0.5445854606460928,-20958.794314462662,63.0,1.0,0.9551404353736626,-20958.794314462662,20962.482142716904,0.04260682565654861,0.1440144881416927,6.0,0.0,0.0846688208963023,0.0846688208963023,1
513,1,0.12118610943430312,-0.5290241621553652,0.05962022852806065,-2.711742467372158,0.25794818304690237,-1.2043742690120767,1.7241172345283133,1.805593925167494,-0.748153144943181,0.02342173220645934,1.1376606487296632,0.5476126229069295,-20960.05947377841,31.0,1.0,0.46306827547827345,-20960.05947377841,20964.44662427772,0.3701970962356427,1.7465279928874224,5.0,0.0,0.0846688208963023,0.0846688208963023,1
514,1,0.1162721346319783,-0.5260176580402527,0.1076111272548242,-2.9628718008406336,0.34966599653825375,-1.3248352723776744,1.7873040111112792,1.7989516903127092,-0.7439013060482583,0.017327747493280858,1.1910472930430402,0.5156032852735611,-20961.58224055925,31.0,1.0,0.9717432436236952,-20961.58224055925,20962.700413843097,0.00681424149297527,0.07181061920709908,5.0,0.0,0.0846688208963023,0.0846688208963023,1
515,1,0.01199382780867119,-0.5276822717394685,0.09676321256141637,-1.9496154488410145,0.34956396449055954,-1.2011782487343234,1.772821613843852,1.6636190349699973,-0.7462554253178013,0.058452633375305096,1.1909865320958395,0.5484884130048688,-20960.859498610986,63.0,1.0,0.9976132324449253,-20960.859498610986,20963.165249494035,-0.007752763802272966,-0.05050531099914224,6.0,0.0,0.0846688208963023,0.0846688208963023,1
